55 ; 21.30 ; 63.00
355 ; 21.25 ; 63.00
655 ; 21.40 ; 62.00
955 ; 21.50 ; 62.00
1255 ; 21.70 ; 61.00
1555 ; 21.70 ; 61.00
1855 ; 21.70 ; 61.00
2155 ; 21.70 ; 60.00
2455 ; 21.70 ; 60.00
2755 ; 21.70 ; 60.00
3055 ; 21.70 ; 60.00
3355 ; 21.70 ; 60.00
3655 ; 21.70 ; 60.00
3955 ; 21.70 ; 60.00
4255 ; 21.70 ; 60.00
4555 ; 21.70 ; 60.00
4855 ; 21.70 ; 60.00
5155 ; 21.70 ; 60.00
5455 ; 21.70 ; 60.00
5755 ; 21.70 ; 60.00
6055 ; 21.80 ; 60.00
6355 ; 21.90 ; 60.00
6655 ; 22.00 ; 60.00
6955 ; 22.00 ; 60.00
7255 ; 21.90 ; 59.00
7555 ; 21.90 ; 60.00
7855 ; 21.90 ; 60.00
8155 ; 21.80 ; 60.00
8455 ; 21.70 ; 60.00
8755 ; 21.80 ; 60.00
9055 ; 21.70 ; 60.00
9355 ; 21.70 ; 60.00
9655 ; 21.70 ; 60.00
9955 ; 21.70 ; 60.00
10255 ; 21.70 ; 60.00
10555 ; 21.70 ; 60.00
10855 ; 21.70 ; 60.00
11155 ; 21.70 ; 60.00
11455 ; 21.70 ; 60.00
11755 ; 21.70 ; 60.00
12055 ; 21.80 ; 59.00
12355 ; 21.80 ; 59.00
12655 ; 21.80 ; 60.00
12955 ; 21.80 ; 60.00
13255 ; 21.70 ; 60.00
13555 ; 21.70 ; 60.00
13855 ; 21.70 ; 60.00
14155 ; 21.70 ; 60.00
14455 ; 21.70 ; 60.00
14755 ; 21.70 ; 60.00
15055 ; 21.70 ; 60.00
15355 ; 21.70 ; 60.00
15655 ; 21.70 ; 60.00
15955 ; 21.70 ; 60.00
16255 ; 21.70 ; 60.00
16555 ; 21.70 ; 60.00
16855 ; 21.80 ; 60.00
17155 ; 21.80 ; 60.00
17455 ; 21.70 ; 60.00
17755 ; 21.70 ; 60.00
18055 ; 21.70 ; 60.00
18355 ; 21.70 ; 59.00
18655 ; 21.60 ; 60.00
18955 ; 21.50 ; 60.00
19255 ; 21.60 ; 60.00
19555 ; 21.60 ; 60.00
19855 ; 21.60 ; 60.00
20155 ; 21.70 ; 60.00
20455 ; 21.60 ; 60.00
20755 ; 21.60 ; 60.00
21055 ; 21.60 ; 60.00
21355 ; 21.60 ; 60.00
21655 ; 21.50 ; 60.00
21955 ; 21.60 ; 60.00
22255 ; 21.70 ; 59.00
22555 ; 21.70 ; 59.00
22855 ; 21.70 ; 59.00
23155 ; 21.60 ; 60.00
23455 ; 21.50 ; 60.00
23755 ; 21.60 ; 59.00
24055 ; 21.60 ; 60.00
24355 ; 21.50 ; 60.00
24655 ; 21.50 ; 60.00
24955 ; 21.50 ; 60.00
25255 ; 21.40 ; 60.00
25555 ; 21.50 ; 60.00
25855 ; 21.50 ; 60.00
26155 ; 21.50 ; 60.00
26455 ; 21.50 ; 60.00
26755 ; 21.50 ; 60.00
27055 ; 21.40 ; 60.00
27355 ; 21.40 ; 60.00
27655 ; 21.50 ; 60.00
27955 ; 21.50 ; 60.00
28255 ; 21.50 ; 60.00
28555 ; 21.40 ; 60.00
28855 ; 21.40 ; 60.00
29155 ; 21.50 ; 60.00
29455 ; 21.40 ; 60.00
29755 ; 21.50 ; 60.00
30055 ; 21.50 ; 60.00
30355 ; 21.40 ; 60.00
30655 ; 21.40 ; 60.00
30955 ; 21.25 ; 60.00
31255 ; 21.40 ; 61.00
31555 ; 21.15 ; 62.00
31855 ; 21.15 ; 63.00
32155 ; 21.30 ; 63.00
32455 ; 21.50 ; 61.00
32755 ; 21.25 ; 61.00
33055 ; 21.60 ; 60.00
33355 ; 21.50 ; 61.00
33655 ; 21.70 ; 59.00
33955 ; 21.50 ; 61.00
34255 ; 21.70 ; 60.00
34555 ; 21.60 ; 60.00
34855 ; 21.25 ; 60.00
35155 ; 21.30 ; 59.00
35455 ; 21.25 ; 59.00
35755 ; 21.25 ; 59.00
36055 ; 21.25 ; 59.00
36355 ; 21.40 ; 58.00
36655 ; 21.30 ; 59.00
36955 ; 21.25 ; 59.00
37255 ; 20.80 ; 67.80
37555 ; 21.05 ; 67.80
37855 ; 21.05 ; 64.80
38155 ; 20.80 ; 66.80
38455 ; 21.25 ; 66.80
38755 ; 21.70 ; 65.80
39055 ; 21.80 ; 65.80
39355 ; 21.80 ; 65.80
39655 ; 21.90 ; 66.80
39955 ; 21.80 ; 67.80
40255 ; 21.70 ; 68.80
40555 ; 21.90 ; 57.00
40855 ; 21.90 ; 57.00
41155 ; 21.80 ; 68.80
41455 ; 21.70 ; 58.00
41755 ; 21.40 ; 58.00
42055 ; 21.40 ; 58.00
42355 ; 21.40 ; 60.00
42655 ; 21.40 ; 60.00
42955 ; 21.30 ; 59.00
43255 ; 21.25 ; 60.00
43555 ; 21.25 ; 59.00
43855 ; 21.30 ; 59.00
44155 ; 21.50 ; 58.00
44455 ; 21.30 ; 59.00
44755 ; 21.40 ; 59.00
45055 ; 21.30 ; 59.00
45355 ; 21.25 ; 59.00
45655 ; 21.25 ; 59.00
45955 ; 21.15 ; 60.00
46255 ; 21.15 ; 60.00
46555 ; 21.05 ; 60.00
46855 ; 21.05 ; 59.00
47155 ; 21.15 ; 60.00
47455 ; 21.25 ; 59.00
47755 ; 21.15 ; 59.00
48055 ; 21.25 ; 59.00
48355 ; 21.15 ; 59.00
48655 ; 21.25 ; 59.00
48955 ; 21.25 ; 58.00
49255 ; 21.15 ; 59.00
49555 ; 21.15 ; 59.00
49855 ; 21.15 ; 59.00
50155 ; 21.05 ; 59.00
50455 ; 21.05 ; 59.00
50755 ; 21.05 ; 59.00
51055 ; 21.05 ; 60.00
51355 ; 21.15 ; 59.00
51655 ; 21.15 ; 59.00
51955 ; 21.15 ; 59.00
52255 ; 21.15 ; 59.00
52555 ; 21.15 ; 59.00
52855 ; 21.25 ; 59.00
53155 ; 21.15 ; 58.00
53455 ; 21.15 ; 57.00
53755 ; 21.15 ; 58.00
54055 ; 21.15 ; 58.00
54355 ; 21.15 ; 57.00
54655 ; 21.15 ; 57.00
54955 ; 21.15 ; 57.00
55255 ; 21.15 ; 58.00
55555 ; 21.15 ; 58.00
55855 ; 21.15 ; 58.00
56155 ; 21.15 ; 58.00
56455 ; 21.15 ; 58.00
56755 ; 21.15 ; 58.00
57055 ; 21.15 ; 58.00
57355 ; 21.15 ; 58.00
57655 ; 21.15 ; 58.00
57955 ; 21.15 ; 59.00
58255 ; 21.30 ; 58.00
58555 ; 21.25 ; 59.00
58855 ; 21.25 ; 59.00
59155 ; 21.15 ; 59.00
59455 ; 21.15 ; 59.00
59755 ; 21.15 ; 61.00
60055 ; 21.15 ; 61.00
60355 ; 21.25 ; 61.00
60655 ; 21.15 ; 60.00
60955 ; 21.15 ; 60.00
61255 ; 21.15 ; 60.00
61555 ; 21.15 ; 60.00
61855 ; 21.05 ; 60.00
62155 ; 21.15 ; 60.00
62455 ; 21.15 ; 59.00
62755 ; 21.05 ; 61.00
63055 ; 21.05 ; 61.00
63355 ; 21.05 ; 60.00
63655 ; 21.05 ; 60.00
63955 ; 21.05 ; 60.00
64255 ; 21.05 ; 60.00
64555 ; 21.25 ; 61.00
64855 ; 21.25 ; 63.00
65155 ; 21.40 ; 61.00
65455 ; 21.40 ; 63.00
65755 ; 21.25 ; 64.00
66055 ; 21.25 ; 65.00
66355 ; 21.25 ; 64.00
66655 ; 21.25 ; 67.00
66955 ; 21.40 ; 66.00
67255 ; 21.50 ; 63.00
67555 ; 21.50 ; 66.00
67855 ; 21.60 ; 62.00
68155 ; 21.60 ; 62.00
68455 ; 21.70 ; 63.00
68755 ; 21.40 ; 59.00
69055 ; 21.50 ; 57.00
69355 ; 21.70 ; 68.80
69655 ; 21.70 ; 68.80
69955 ; 21.90 ; 68.80
70255 ; 21.90 ; 68.80
70555 ; 22.00 ; 59.00
70855 ; 22.00 ; 61.00
71155 ; 22.30 ; 62.00
71455 ; 22.20 ; 61.00
71755 ; 22.10 ; 61.00
72055 ; 22.10 ; 62.00
72355 ; 22.20 ; 61.00
